OBJECTID,ID,Year,Reported Date,Occurred Date,Day of Week,Offence Category,Bicycle Style,Bicycle Value,Bicycle Make,Bicycle Model,Bicycle Type,Bicycle Frame,Bicycle Colour,Bicycle Speed,Neighbourhood,Sector,Division,Census Tract,x,y
5155,5636,2019,7/15/2019 4:00:00 AM,7/15/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,340,SEKINE,MR200,RACER,MEN'S,RED,12,Sandy Hill,Sector 24,Central,5050050,369178.7989,5031334.746
5156,4383,2019,7/14/2019 4:00:00 AM,7/11/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,400,INFINITY,N/A,REGULAR,UNISEX, DARK BLUE,0,Sandy Hill,Sector 24,Central,5050050,369178.7989,5031334.746
5157,4429,2019,7/14/2019 4:00:00 AM,7/14/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,300,UNKNOWN,N/A,REGULAR,MEN'S, ORANGE,0,Sandy Hill,Sector 24,Central,5050038,367502.766,5031002.922
5158,4451,2019,7/14/2019 4:00:00 AM,7/13/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,150,PEUGEOT,N/A,TOURING,MEN'S, ORANGE,14,Centretown,Sector 22,Central,5050041,366999.703,5030399.568
5159,4515,2019,7/14/2019 4:00:00 AM,7/5/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,1600,SCOTT,SPEEDSTER,RACER,MEN'S, WHITE,20,Centretown,Sector 22,Central,5050054,368227.7049,5032046.582
5160,4600,2019,7/14/2019 4:00:00 AM,7/13/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,530,NORCO,STORM 9.1,MOUNTAIN,MEN'S,BLACK,0,Centretown,Sector 23,Central,5050041,366999.703,5030399.568
5161,4613,2019,7/14/2019 4:00:00 AM,7/13/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,2000,GIANT,DEFY 2,RACER,MEN'S,BLACK,1,Sandy Hill,Sector 24,Central,5050047,366516.2071,5031314.64
5162,4733,2019,7/14/2019 4:00:00 AM,7/13/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,500,DAMCO,SINGLE SPEED,REGULAR,UNISEX,BLACK,1,Sandy Hill,Sector 24,Central,5050047,366516.2071,5031314.64
5163,4734,2019,7/14/2019 4:00:00 AM,7/4/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,600,DEVINCI,ST-TROPEZ (I TH,HYBRID,N/A,BLACK,0,Centretown,Sector 22,Central,5050011.03,370267.717,5030199.563
5164,4735,2019,7/14/2019 4:00:00 AM,7/4/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,650,GT AGGRESSOR,2019 CORSA,MOUNTAIN,WOMEN'S,BLACK,10,Riverview,Sector 33,East,5050037,367962.706,5031178.574
5165,4736,2019,7/14/2019 4:00:00 AM,7/14/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,200,TEMPO,N/A,REGULAR,N/A,BLACK,0,Centretown,Sector 22,Central,5050038,367502.766,5031002.922
5166,4737,2019,7/14/2019 4:00:00 AM,7/13/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,400,NORTHROCK,XC27,MOUNTAIN,MEN'S,BLACK,21,Centretown,Sector 23,Central,5050011.03,370170.7101,5029578.465
5167,4937,2019,7/14/2019 4:00:00 AM,7/14/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,400,SCHWINN, GTX-2,HYBRID,WOMEN'S,BLACK,21,Centretown,Sector 23,Central,5050038,367502.766,5031002.922
5168,5045,2019,7/14/2019 4:00:00 AM,7/7/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,450,N/A,N/A,MOUNTAIN,UNISEX,BLUE,7,Sandy Hill,Sector 24,Central,5050041,366860.7019,5030728.571
5169,5257,2019,7/14/2019 4:00:00 AM,7/11/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,400,NORTHROCK,CTM 21 SPEED,HYBRID,MEN'S,GRAY,21,Centretown,Sector 22,Central,5050050,369178.7989,5031334.746
5170,5365,2019,7/14/2019 4:00:00 AM,7/13/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,1500,CANNONDALE,N/A,TOURING,MEN'S,GREEN,0,Sandy Hill,Sector 24,Central,5050050,368534.706,5032050.582
5171,5502,2019,7/14/2019 4:00:00 AM,7/14/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,N/A,0,NA,N/A,N/A,N/A,N/A,0,Riverview,Sector 33,East,5050045,362765.6879,5028707.554
5172,5560,2019,7/14/2019 4:00:00 AM,7/7/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,450,LIV ALIGHT,N/A,REGULAR,WOMEN'S,PURPLE,0,Centretown,Sector 23,Central,5050052,369254.7079,5032584.586
5173,5581,2019,7/14/2019 4:00:00 AM,7/14/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,750,NORCO,N/A,HYBRID,MEN'S,PURPLE,10,Centretown,Sector 23,Central,5050038,367502.766,5031002.922
5174,5584,2019,7/14/2019 4:00:00 AM,7/7/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,FOUND,0,CCM,X-VOLT,MOUNTAIN,MEN'S,RED,18,Westboro,Sector 21,Central,5050052,369254.7079,5032584.586
5175,4730,2019,7/13/2019 4:00:00 AM,7/13/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,4000,FELT,Z4,RACER,UNISEX,BLACK,18,Laurentian,Sector 14,West,5050033.01,363255.6901,5028224.55
5176,4731,2019,7/13/2019 4:00:00 AM,7/12/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,350,KENT NAZZ,ROAD,TOURING,MEN'S,BLACK,0,Laurentian,Sector 14,West,5050042,366997.7041,5029855.563
5177,4732,2019,7/13/2019 4:00:00 AM,7/13/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,615,GT,AGRESSOR,HYBRID,MEN'S,BLACK,27,Centretown,Sector 23,Central,5050048,368226.706,5031437.576
5178,4988,2019,7/13/2019 4:00:00 AM,7/13/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,400,SCHWINN,N/A,HYBRID,MEN'S,BLACK YELLOW,21,Glen Cairn - Kanata South Business Park,Sector 13,West,5050162.01,353773.2915,5018172.055
5179,5044,2019,7/13/2019 4:00:00 AM,7/12/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,500,N/A,N/A,MOUNTAIN,WOMEN'S,BLUE,0,Lindenlea - New Edinburgh,Sector 25,Central,5050048,367261.703,5031252.576
5180,5256,2019,7/13/2019 4:00:00 AM,7/12/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,1800,MEC,ADANAC 500,HYBRID,WOMEN'S,GRAY,20,Laurentian,Sector 14,West,5050058,369037.703,5034145.601
5181,5342,2019,7/13/2019 4:00:00 AM,7/13/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,800,FELT,UNKNOWN,REGULAR,WOMEN'S,GRAYPINK,15,Lindenlea - New Edinburgh,Sector 25,Central,5050033.01,363255.6901,5028224.55
5182,5450,2019,7/13/2019 4:00:00 AM,7/13/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,0,UNKNOWN,N/A,RACER,MEN'S,N/A,0,West Centretown,Sector 22,Central,5050057,368940.7041,5033559.595
5183,5518,2019,7/13/2019 4:00:00 AM,7/12/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,N/A,0,NA,N/A,N/A,N/A,N/A,0,Centretown,Sector 23,Central,5050141.1,365885.6989,5015940.445
5184,5589,2019,7/13/2019 4:00:00 AM,7/13/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,500,FUJI,N/A,REGULAR,MEN'S,RED,1,Rideau Crest - Davidson Heights,Sector 16,West,5050033.01,363255.6901,5028224.55
5185,4514,2019,7/12/2019 4:00:00 AM,7/12/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,1300,NORCO,VALENCE,RACER,UNISEX, WHITE,1,Bridlewood - Emerald Meadows,Sector 13,West,5050161.04,355447.5671,5016545.904
5186,4729,2019,7/12/2019 4:00:00 AM,7/12/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,1000,NORTON,N/A,MOUNTAIN,MEN'S,BLACK,0,Sandy Hill,Sector 24,Central,5050054,368002.7049,5031904.581
5187,4960,2019,7/12/2019 4:00:00 AM,7/12/2019 4:00:00 AM,Friday,THEFT <BICYCLE,RECOVERED,1500,GIANT,N/A,REGULAR,MEN'S,BLACK  WHITE,0,Sandy Hill,Sector 24,Central,5050038,367562.6329,5030836.214
5188,5449,2019,7/12/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,2700,SPECIALIZED,SEQUOIA,RACER,UNISEX,N/A,0,Centretown,Sector 23,Central,5050052,369324.103,5032389.553
5189,5588,2019,7/12/2019 4:00:00 AM,7/12/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,100,NA,A,OTHER,UNISEX,RED,1,Bridlewood - Emerald Meadows,Sector 13,West,5050161.04,355447.5671,5016545.904
5190,5634,2019,7/12/2019 4:00:00 AM,7/12/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,100,CCM,N/A,REGULAR,MEN'S,RED,18,Civic Hospital-Central Park,Sector 21,Central,5050051,369279.7101,5031637.577
5191,5735,2019,7/12/2019 4:00:00 AM,7/12/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,2400,KHS,TEAM ST,MOUNTAIN,MEN'S,SILK,27,Sandy Hill,Sector 24,Central,5050020.01,365988.7019,5027596.544
5192,4479,2019,7/11/2019 4:00:00 AM,7/11/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,600,SPORTCHEK,UNKOWNK,REGULAR,WOMEN'S, WHITE,15,Riverside Park,Sector 34,East,5050053,368669.8,5032741.373
5193,4513,2019,7/11/2019 4:00:00 AM,7/5/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,750,GARNEAU,N/A,HYBRID,WOMEN'S, WHITE,1,Lowertown,Sector 24,Central,5050135.02,360228.671,5020868.483
5194,4728,2019,7/11/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,RECOVERED,700,MARIN,FAIRFAX,HYBRID,MEN'S,BLACK,21,Byward Market,Sector 24,Central,5050048,367497.703,5031585.579
5195,4959,2019,7/11/2019 4:00:00 AM,7/9/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,300,CCM,N/A,MOUNTAIN,MEN'S,BLACK  WHITE,21,Centretown,Sector 23,Central,5050056,368301.3324,5032758.509
5196,4994,2019,7/11/2019 4:00:00 AM,6/6/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,800,GIANT,TALON 2,MOUNTAIN,MEN'S,BLUE,0,Centretown,Sector 23,Central,5050003,368515.4211,5026098.367
5197,5043,2019,7/11/2019 4:00:00 AM,7/11/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,RECOVERED,200,CAPIX,RAIL,BMX,CHILD'S,BLUE,0,Centretown,Sector 23,Central,5050053,368669.8,5032741.373
5198,5255,2019,7/11/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,450,SCHWINN,N/A,MOUNTAIN,MEN'S,GRAY,0,Lowertown,Sector 24,Central,5050003,368515.4211,5026098.367
5199,5401,2019,7/11/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,500,SPECIALIZED,ROCKHOPPER,MOUNTAIN,UNISEX,LIGHT GREEN,21,Riverside Park,Sector 34,East,5050048,367139.7019,5031455.578
5200,5425,2019,7/11/2019 4:00:00 AM,6/6/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,1100,UNKNOWN,MAN - RACING,RACER,MEN'S,MAROON,0,Riverside Park,Sector 34,East,5050003,368515.4211,5026098.367
5201,5632,2019,7/11/2019 4:00:00 AM,7/4/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,611,CANNONDALE,QUICK 5,HYBRID,MEN'S,RED,8,Trend-Arlington,Sector 15,West,5050038,367741.706,5030845.572
5202,5633,2019,7/11/2019 4:00:00 AM,7/5/2019 4:00:00 AM,Thursday,THEFT <BICYCLE,STOLEN,550,GT,AGGRESSOR,MOUNTAIN,MEN'S,RED,8,Trend-Arlington,Sector 15,West,5050135.02,360228.671,5020868.483
5203,4511,2019,7/10/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,2000,ARGON 18,GALLUM (ARGON 1,HYBRID,MEN'S, WHITE,21,Centretown,Sector 23,Central,5050048,367691.7041,5031613.579
5204,4512,2019,7/10/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,200,INFINITY,HORIZON 3,REGULAR,WOMEN'S, WHITE,6,Sandy Hill,Sector 24,Central,5050054,368002.7049,5031904.581
5205,4576,2019,7/10/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,200,UNKNOWN,N/A,OTHER,WOMEN'S, WHITE OTHER,1,Overbrook - McArthur,Sector 25,Central,5050141.12,364286.8811,5014761.599
5206,4727,2019,7/10/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,1000,ROCKY MOUNTAIN,FUSION,MOUNTAIN,MEN'S,BLACK,21,West Centretown,Sector 22,Central,5050048,367301.703,5031556.579
5207,4936,2019,7/10/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,400,GIANT,CYPRESS R,REGULAR,MEN'S,BLACK,0,Fallingbrook,Sector 31,East,5050054,368002.7049,5031904.581
5208,4967,2019,7/10/2019 4:00:00 AM,6/16/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,700,GIANT,ROAM 2018,MOUNTAIN,MEN'S,BLACK GRAY,21,Fallingbrook,Sector 31,East,5050042,366996.346,5029992.693
5209,5041,2019,7/10/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,156,N/A,N/A,REGULAR,WOMEN'S,BLUE,0,Centretown,Sector 23,Central,5050170.09,383474.7529,5037746.577
5210,5042,2019,7/10/2019 4:00:00 AM,7/9/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,250,JAMIS,HELIX,MOUNTAIN,MEN'S,BLUE,7,Chapman Mills,Sector 16,West,5050170.09,383474.7529,5037746.577
5211,5253,2019,7/10/2019 4:00:00 AM,7/9/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,140,SUPER CYCLE,NITRO,MOUNTAIN,MEN'S,GRAY,21,Greenbelt,Sector 16,West,5050012,372081.18,5031933.574
5212,5254,2019,7/10/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,RECOVERED,650,ORBEA,CARPE 30,REGULAR,MEN'S,GRAY,8,Centretown,Sector 23,Central,5050054,368002.7049,5031904.581
5213,5430,2019,7/10/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,0,UNKNOWN,N/A,MOUNTAIN,UNISEX,N/A,10,Sandy Hill,Sector 24,Central,5050037,367996.7831,5031477.508
5214,5473,2019,7/10/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,N/A,0,NA,N/A,N/A,N/A,N/A,0,Sandy Hill,Sector 24,Central,5050048,367139.7019,5031455.578
5215,5631,2019,7/10/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,780,ROCKY MOUNTAIN,ROCKY METRO,HYBRID,MEN'S,RED,18,Chapman Mills,Sector 16,West,5050141.05,365085.6959,5017903.461
5216,5704,2019,7/10/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,1659,2017 AVAIL,SL 1,OTHER,UNISEX,SILK,11,Sandy Hill,Sector 24,Central,5050054,368002.7049,5031904.581
5217,5759,2019,7/10/2019 4:00:00 AM,7/10/2019 4:00:00 AM,Wednesday,THEFT <BICYCLE,STOLEN,500,TREK,1000C,TOURING,WOMEN'S,SILK,24,Centretown,Sector 23,Central,5050141.12,364286.8811,5014761.599
5218,4450,2019,7/9/2019 4:00:00 AM,7/9/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,600,CCM,RACE INSPIRED G,MOUNTAIN,MEN'S, ORANGE,0,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050012,372081.18,5031933.574
5219,4509,2019,7/9/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,150,SCHWINN,N/A,MOUNTAIN,WOMEN'S, WHITE,0,Stittsville,Sector 13,West,5050135.01,362680.686,5021626.491
5220,4510,2019,7/9/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,150,CCM,N/A,MOUNTAIN,MEN'S, WHITE,0,Centretown,Sector 23,Central,5050135.01,362680.686,5021626.491
5221,4570,2019,7/9/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1100,GIANT,ESCAPE 1,HYBRID,UNISEX, WHITE,27,Centretown,Sector 23,Central,5050040,367333.7049,5030501.569
5222,4612,2019,7/9/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,360,GT,38675086654,MOUNTAIN,MEN'S,BLACK,1,Centretown,Sector 23,Central,5050135.01,362680.686,5021626.491
5223,4725,2019,7/9/2019 4:00:00 AM,7/9/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,0,UNKNOWN,N/A,BMX,MEN'S,BLACK,1,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050162.02,352326.531,5016987.248
5224,4726,2019,7/9/2019 4:00:00 AM,7/9/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1300,ELECTRA,GHOSTRIDER,OTHER,MEN'S,BLACK,3,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050048,366983.7019,5031078.574
5225,5040,2019,7/9/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,400,UNKNOWN,N/A,REGULAR,UNISEX,BLUE,24,Sandy Hill,Sector 24,Central,5050050,369178.7989,5031334.746
5226,5252,2019,7/9/2019 4:00:00 AM,6/24/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,150,INFINITY,INTRIGUE,REGULAR,MEN'S,GRAY,21,Centretown,Sector 23,Central,5050040,367333.7049,5030501.569
5227,5392,2019,7/9/2019 4:00:00 AM,7/9/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1200,CUBE,N/A,TOURING,MEN'S,HWI,21,Overbrook - McArthur,Sector 25,Central,5050020.01,367417.5989,5026899.964
5228,5400,2019,7/9/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,679,RALEIGH,CADENT 2,HYBRID,UNISEX,LIGHT GREEN,8,Carleton University,Sector 22,Central,5050048,367221.703,5031319.576
5229,5782,2019,7/9/2019 4:00:00 AM,7/9/2019 4:00:00 AM,Tuesday,THEFT <BICYCLE,STOLEN,1200,FUJI,ROUBAIX (2006),RACER,MEN'S,YELLOW,21,Centretown,Sector 23,Central,5050037,368164.7071,5031198.574
5230,4449,2019,7/8/2019 4:00:00 AM,7/5/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,1200,KONA,CINDER CONE,MOUNTAIN,MEN'S, ORANGE,16,Convent Glen - Orléans Woods,Sector 31,East,5050124.02,380777.1381,5038350.005
5231,4508,2019,7/8/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,150,N/A,N/A,MOUNTAIN,WOMEN'S, WHITE,0,Convent Glen - Orléans Woods,Sector 31,East,5050141.11,365214.4241,5016005.288
5232,4719,2019,7/8/2019 4:00:00 AM,7/7/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,550,BRODIE,BOLT,HYBRID,UNISEX,BLACK,21,Sandy Hill,Sector 24,Central,5050041,367031.7041,5030321.567
5233,4720,2019,7/8/2019 4:00:00 AM,7/6/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,800,TREK,2009 MOUNTAIN B,MOUNTAIN,MEN'S,BLACK,18,Centretown,Sector 22,Central,5050042,366997.7041,5029855.563
5234,4721,2019,7/8/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,850,SIMCOE,ROADSTER CLASSI,REGULAR,MEN'S,BLACK,1,West Centretown,Sector 22,Central,5050039,367664.706,5030226.566
5235,4722,2019,7/8/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,500,ECLIPSE,KINETIC,HYBRID,WOMEN'S,BLACK,27,Sandy Hill,Sector 24,Central,5050054,368002.7049,5031904.581
5236,4723,2019,7/8/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,1000,SPECIALIZED,ALLEZ  SPORT,RACER,MEN'S,BLACK,27,Centretown,Sector 23,Central,5050050,369178.7989,5031334.746
5237,4724,2019,7/8/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,600,SPECIALIZED,HARD ROCK,MOUNTAIN,UNISEX,BLACK,24,Sandy Hill,Sector 24,Central,5050043,366101.7011,5029768.563
5238,5343,2019,7/8/2019 4:00:00 AM,7/5/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,850,GIANT,LIV,HYBRID,WOMEN'S,GRAYPINK,12,Old Barrhaven East,Sector 16,West,5050124.02,380777.1381,5038350.005
5239,5364,2019,7/8/2019 4:00:00 AM,7/5/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,500,PEUGEOT,N/A,TOURING,MEN'S,GREEN,21,Sandy Hill,Sector 24,Central,5050052,369013.7071,5032438.585
5240,5424,2019,7/8/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,200,HURRICANE,N/A,REGULAR,UNISEX,MAROON,1,Centretown,Sector 23,Central,5050053,368591.706,5032273.584
5241,5630,2019,7/8/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,699,NORCO,CHARGER,MOUNTAIN,MEN'S,RED,27,Westboro,Sector 21,Central,5050045,362804.0011,5028326.643
5242,5734,2019,7/8/2019 4:00:00 AM,7/8/2019 4:00:00 AM,Monday,THEFT <BICYCLE,STOLEN,600,TREK,7.4,HYBRID,WOMEN'S,SILK,18,Hintonburg - Mechanicsville,Sector 21,Central,5050037,367874.7049,5031319.576
5243,4390,2019,7/7/2019 4:00:00 AM,7/7/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,550,TREK,MULTIRACK 7000,HYBRID,UNISEX, DARK BLUE,7,Byward Market,Sector 24,Central,5050054,368157.7041,5032315.585
5244,4448,2019,7/7/2019 4:00:00 AM,7/7/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,750,ROCKY MOUNTAIN,FUSION 910,MOUNTAIN,MEN'S, ORANGE,27,Sandy Hill,Sector 24,Central,5050050,368534.706,5032050.582
5245,4582,2019,7/7/2019 4:00:00 AM,7/7/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,400,INFINITY,CHAMONIX,HYBRID,MEN'S,BEIGE,24,Sandy Hill,Sector 24,Central,5050050,368534.706,5032050.582
5246,5122,2019,7/7/2019 4:00:00 AM,7/7/2019 4:00:00 AM,Sunday,THEFT <BICYCLE,STOLEN,670,SHWINN,H,HYBRID,MEN'S,BLUE,0,Sandy Hill,Sector 24,Central,5050050,368534.706,5032050.582
5247,4384,2019,7/6/2019 4:00:00 AM,7/6/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,452,GT,AGGRESSOR,MOUNTAIN,MEN'S, DARK BLUE,0,West Centretown,Sector 22,Central,5050103,370585.7101,5033646.593
5248,4717,2019,7/6/2019 4:00:00 AM,7/5/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,120,SUPERCYCLE,N/A,MOUNTAIN,N/A,BLACK,0,Vanier North,Sector 25,Central,5050011.01,373236.7299,5029693.554
5249,4718,2019,7/6/2019 4:00:00 AM,7/6/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,300,N/A,N/A,REGULAR,MEN'S,BLACK,0,Braemar Park - Bel Air Heights - Copeland Park,Sector 15,West,5050045,362804.0011,5028326.643
5250,5039,2019,7/6/2019 4:00:00 AM,7/6/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,RECOVERED,500,MEDALIST,ALUMINUM 6061,RACER,UNISEX,BLUE,12,Centretown,Sector 23,Central,5050038,367949.305,5030488.615
5251,5248,2019,7/6/2019 4:00:00 AM,7/5/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,640,GIANT,ESCAPE 1,HYBRID,UNISEX,GRAY,0,East Industrial,Sector 33,East,5050042,366329.7011,5030076.566
5252,5249,2019,7/6/2019 4:00:00 AM,7/6/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,RECOVERED,400,UNKNOWN,N/A,MOUNTAIN,UNISEX,GRAY,10,West Centretown,Sector 22,Central,5050103,370585.7101,5033646.593
5253,5250,2019,7/6/2019 4:00:00 AM,7/6/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,300,EVERYDAY,ANNEX MEN'S HYB,HYBRID,MEN'S,GRAY,7,Vanier North,Sector 25,Central,5050003,368167.7129,5026222.532
5254,5251,2019,7/6/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,400,B'TWIN,TRIBAN 100,RACER,UNISEX,GRAY,7,Riverside Park,Sector 34,East,5050042,366329.7011,5030076.566
5255,5363,2019,7/6/2019 4:00:00 AM,7/5/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,400,MOMENTUM,INEED STREET 20,OTHER,WOMEN'S,GREEN,7,Westboro,Sector 21,Central,5050040,367248.6381,5030647.193
5256,5543,2019,7/6/2019 4:00:00 AM,6/26/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,RECOVERED,250,KENSINGTON,EVERYDAY,REGULAR,WOMEN'S,PURPLE,0,West Centretown,Sector 22,Central,5050042,366329.7011,5030076.566
5257,5629,2019,7/6/2019 4:00:00 AM,7/5/2019 4:00:00 AM,Saturday,THEFT <BICYCLE,STOLEN,50,N/A,SUPER CYCLE,MOUNTAIN,MEN'S,RED,18,Centretown,Sector 23,Central,5050133,362549.686,5023770.51
5258,4714,2019,7/5/2019 4:00:00 AM,7/3/2019 4:00:00 AM,Friday,THEFT <BICYCLE,STOLEN,100,SUPERCYCLE,N/A,MOUNTAIN,N/A,BLACK,0,Byward Market,Sector 24,Central,5050043,366006.7,5029733.563
